Geographic;City;share_white;share_black;share_native_american;share_asian;share_hispanic
OH;Alvordton CDP;95.9;2.8;0;0;1.8
MT;Alzada CDP;100;0;0;0;0
LA;Ama CDP;56.8;41.9;0.2;0;2
TX;Amada Acres CDP;92.4;0;0;0;100
AZ;Amado CDP;67.1;0.7;3.4;0.7;48.5
CA;Amador City city;92.4;0;2.2;1.1;5.9
NY;Amagansett CDP;92.3;1.1;0.2;1.9;10.2
AR;Amagon town;93.9;0;3.1;0;3.1
UT;Amalga town;89.3;0;0.8;0.6;10.7
IA;Amana CDP;99.1;0;0;0;2.9
WA;Amanda Park CDP;67.9;0;19.8;2;31.3
OH;Amanda village;96.6;0.9;0;0;1.4
TX;Amargosa CDP;90.4;0;0;0;91.1
TX;Amarillo city;77;6.6;0.8;3.2;28.8
MI;Amasa CDP;97.5;0;2.5;0;1.1
TX;Amaya CDP;96.8;0;0;0;100
MO;Amazonia village;97.4;0.3;1;0;1
OK;Amber town;90.5;0.2;7.2;0;2.4
WI;Amberg CDP;94.4;0;1.7;0;5
OH;Amberley village;85.7;9.5;0.1;3;1.3
IN;Ambia town;77;0;0;0;43.5
PA;Ambler borough;76.5;12.8;0.2;3.8;7.9
AK;Ambler city;11.2;0.4;84.5;0;0
WA;Amboy CDP;95.8;0.2;1.1;0.8;2.6
IL;Amboy city;97.2;0.8;0.1;0.1;3.8
MN;Amboy city;96.8;1.3;0.2;0.4;5.1
IN;Amboy town;96.6;0.5;0;1;0.8
PA;Ambridge borough;77.5;17;0.1;0.4;2.5
GA;Ambrose city;65.5;16.8;0.3;0;25
ND;Ambrose city;100;0;0;0;0
LA;Amelia CDP;43.6;9;1.5;18.6;36.5
VA;Amelia Court House CDP;68.9;24;0.7;0.6;7.2
OH;Amelia village;95.1;1.6;0.3;0.7;1.9
NY;Amenia CDP;88;3.7;0.6;1.5;13.9
ND;Amenia city;92.6;0;3.2;0;0
CA;American Canyon city;38.9;7.9;0.7;32.9;25.7
ID;American Falls city;70.2;0.4;0.9;0.5;39
UT;American Fork city;92.6;0.4;0.5;0.9;7.4
IN;Americus CDP;99.1;0.2;0.2;0.2;0.9
GA;Americus city;30.6;63.5;0.3;1.8;4.6
KS;Americus city;96.2;0;0.2;0.1;4.1
WI;Amery city;97.3;0.1;0.8;0.3;2.2
NE;Ames CDP;91.7;4.2;0;0;0
IA;Ames city;84.5;3.4;0.2;8.8;3.4
TX;Ames city;9.9;83.6;0.2;0.1;3.8
WA;Ames Lake CDP;90.5;0.4;0.3;4.4;2.4
OK;Ames town;93.3;0.4;0.8;0;0.8
NY;Ames village;99.3;0;0;0;1.4
MA;Amesbury Town city;96.3;0.7;0.2;0.7;1.9
CA;Amesti CDP;54.3;0.3;1.2;2.6;65.4
OH;Amesville village;88.3;3.2;0.6;4.5;2.6
CO;Amherst CDP;96.6;0;0;0;22.4
NH;Amherst CDP;99;0;0;0.7;0.8
MA;Amherst Center CDP;78.9;5.5;0.2;9.5;6.6
OH;Amherst city;95.7;0.7;0.2;0.7;5.3
TX;Amherst city;68.4;4.7;3.2;0;48.4
WI;Amherst Junction village;100;0;0;0;0.5
VA;Amherst town;70.4;24.7;0.8;0.6;2.3
NE;Amherst village;98.4;0;0.8;0.4;2
WI;Amherst village;97.9;0.3;0;0.2;2.5
WV;Amherstdale CDP;92.6;6.3;0;0;0
ND;Amidon city;100;0;0;0;0
TX;Amistad CDP;86.8;0;0;1.9;26.4
LA;Amite City town;43.6;54.5;0.1;0.6;1.5
AR;Amity city;95.4;0.7;0.8;0.3;3.6
OR;Amity city;83.9;0.7;2.5;0.4;15.5
PA;Amity Gardens CDP;93.3;2.8;0;1.3;2.9
MO;Amity town;100;0;0;0;0
NY;Amityville village;81.7;9.7;0.3;1.8;13.1
ID;Ammon city;94.1;0.5;0.5;0.8;6.4
IN;Amo town;98.8;0;1;0;0.2
MO;Amoret city;94.2;0.5;0.5;0;4.7
OK;Amorita town;59.5;0;2.7;0;24.3
MS;Amory city;69.5;29;0.2;0.2;1.4
MT;Amsterdam CDP;97.2;0;0.6;0;1.7
MO;Amsterdam city;96.3;0.4;1.7;0;1.2
NY;Amsterdam city;80.4;3.8;0.6;0.9;26.2
OH;Amsterdam village;99;0;0.2;0.2;1
LA;Anacoco village;93.2;1.8;3.1;0.8;3
MT;Anaconda-Deer Lodge County;93.1;0.4;3.1;0.3;2.9
WA;Anacortes city;91.5;0.7;1;1.9;5
TX;Anacua CDP;100;0;0;0;100
OK;Anadarko city;33.1;4.7;48.6;0.7;11.9
CA;Anaheim city;52.7;2.8;0.8;14.8;52.8
HI;Anahola CDP;17.3;0.2;0.6;6.4;9.8
TX;Anahuac city;66.4;14.4;0.3;0.6;25.5
AK;Anaktuvuk Pass city;7.1;0.3;83.3;0;2.2
ND;Anamoose city;99.6;0;0.4;0;0
IA;Anamosa city;91.1;6.4;0.4;0.7;2
WV;Anawalt town;88.9;9.3;0;0;0.4
CA;Anchor Bay CDP;88.5;0.6;1.5;0.6;8.5
AK;Anchor Point CDP;90.2;0.3;3.8;0.9;2.2
IL;Anchor village;96.6;0.7;2.1;0;0
KY;Anchorage city;94.9;1.4;0;2.1;1.5
AK;Anchorage municipality;66;5.6;7.9;8.1;7.6
PA;Ancient Oaks CDP;86;2.6;0.2;8.1;4.8
KS;Andale city;98.7;0;0;0;2.3
AL;Andalusia city;70.5;25.9;0.4;1;1.9
IL;Andalusia village;97.8;0.7;0;0.3;2
IA;Anderson CDP;93.8;0;0;6.2;0
NJ;Anderson CDP;63.2;25.7;2;2.9;11.7
SD;Anderson CDP;98.7;0;0;0.8;0.5
AK;Anderson city;87.8;1.6;2.8;0.8;3.7
CA;Anderson city;83.3;0.7;4.3;2.6;10.8
IN;Anderson city;78.8;15.2;0.3;0.5;4.8
MO;Anderson city;85.8;0.4;4.8;0.6;9.7
SC;Anderson city;61.4;33.6;0.3;1;4.1
TX;Anderson city;62.2;34.2;0.9;0;3.2
WA;Anderson Island CDP;95.5;0.5;0.4;0.9;4.1
AL;Anderson town;97.9;0;0.4;0;0.7
OH;Andersonville CDP;96.3;1.9;0;0.4;1.7
TN;Andersonville CDP;98.5;0;0.4;0.2;1.5
GA;Andersonville city;60.8;35.3;1.6;0;3.1
NY;Andes CDP;96.4;0.8;0.4;0.8;6
NJ;Andover borough;91.7;1.2;0.3;2.1;7.6
MA;Andover CDP;89.4;1.7;0.1;5.1;4.3
IA;Andover city;100;0;0;0;0
KS;Andover city;93;1;0.6;1.8;4.8
MN;Andover city;93.2;1.7;0.3;2.2;2
SD;Andover town;95.6;0;0;0;16.5
IL;Andover village;98.8;0;0.2;0;2.4
NY;Andover village;97.7;0.3;0.1;0.1;1.3
OH;Andover village;95.5;2.8;0.3;0.1;1.7
IA;Andrew city;98.8;0.5;0;0;0.5
MD;Andrews AFB CDP;61.9;22.3;0.5;2.5;14
FL;Andrews CDP;94.4;0.9;0.4;0.5;6
TX;Andrews city;78.9;1.9;0.9;0.7;50.2
IN;Andrews town;96.3;0.3;1;0.3;1.9
NC;Andrews town;88.8;1.3;1.1;0.1;7.5
SC;Andrews town;31.6;64.9;0.5;0.8;3.6
AZ;Anegam CDP;0;0;98.7;0;4.6
ND;Aneta city;96.8;0;0.9;0;0.9
UT;Aneth CDP;1;0;97.6;0;1.6
NM;Angel Fire village;87.7;0.4;0.9;0.9;17.4
WI;Angelica CDP;100;0;0;0;0
NY;Angelica village;97.9;0;0.3;1.2;0.7
CA;Angels city;86.8;0.3;1.3;1.3;13
LA;Angie village;68.9;25.9;0;0;2.8
NC;Angier town;61.7;21.7;0.8;0.6;20.3
MN;Angle Inlet CDP;100;0;0;0;0
TX;Angleton city;71.7;12.4;0.6;1.1;30.5
IN;Angola city;93.6;1.4;0.3;0.8;6.3
NY;Angola on the Lake CDP;96.9;0.5;1.4;0.1;1.4
NY;Angola village;95;0.6;2.1;0.1;3
AK;Angoon city;10.5;0.9;75.8;0;7.8
MS;Anguilla town;21.2;77.8;0.1;0.1;0
TX;Angus city;81.4;6.5;1.2;0.7;14.5
CA;Angwin CDP;69.6;4.6;0.7;11.1;20.5
AK;Aniak city;20.4;0.2;69.5;0;1.2
NM;Animas CDP;89;0;0.4;0;13.5
IA;Anita city;99.5;0;0;0.2;0.6
WI;Aniwa village;99.2;0;0;0;0.8
IA;Ankeny city;94.7;1.2;0.1;2;2.3
WV;Anmoore town;97;1.3;0.4;0.4;1.7
MI;Ann Arbor city;73;7.7;0.3;14.4;4.1
IL;Anna city;95.7;1.1;0.6;0.4;2.9
TX;Anna city;78.4;7.7;1.1;0.8;20.9
FL;Anna Maria city;97.9;0.3;0.7;0.5;3.1
OH;Anna village;97.4;0.4;0.4;0.2;0.6
UT;Annabella town;99;0;0.4;0.1;0.5
MO;Annada village;96.6;3.4;0;0;0
NJ;Annandale CDP;86.6;2.5;0.4;7.3;4.7
VA;Annandale CDP;50.4;8.6;0.5;24.6;27.6
MN;Annandale city;96.3;0.5;0.2;0.3;3.1
IL;Annapolis CDP;100;0;0;0;0
MD;Annapolis city;60.1;26;0.3;2.1;16.8
MO;Annapolis city;99.1;0;0.3;0;0.9
MD;Annapolis Neck CDP;87.1;7.3;0.3;1.6;3.6
IL;Annawan town;97.2;0.6;0;1.4;1.6
TX;Annetta North town;95.9;0;0.6;0.8;6.2
TX;Annetta South town;97.1;1.5;0.2;0.2;3
TX;Annetta town;96.3;0.2;0.9;0.5;3.3
OR;Annex CDP;84.7;1.3;1.3;0.4;21.7
AL;Anniston city;44.7;51.5;0.3;0.8;2.7
MO;Anniston town;97.4;2.2;0;0;0
TX;Annona town;39;28.6;0.6;0;39.7
KY;Annville CDP;98.5;0.1;0.8;0;1.6
PA;Annville CDP;94.4;1.5;0.1;1.4;3.8
MN;Anoka city;88;4.7;1;1.8;4.2
NE;Anoka village;100;0;0;0;0
NE;Anselmo village;98.6;0;0;0;2.8
NE;Ansley village;98;0;0.5;0;1.4
ME;Anson CDP;97.9;0.5;0.8;0;0.5
TX;Anson city;78.6;2.9;0.5;0.5;36.9
CT;Ansonia city;77.6;11.6;0.3;1.9;16.7
OH;Ansonia village;98.8;0;0.3;0.2;1.6
NC;Ansonville town;26.9;70.5;0;0.8;2.5
WV;Ansted town;96.7;2.7;0.2;0;0.9
AZ;Antares CDP;83.3;0;4.8;1.6;11.1
CA;Antelope CDP;63.8;8.8;0.9;13.3;14.5
MT;Antelope CDP;92.2;0;2;0;3.9
SD;Antelope CDP;1.6;0;97.9;0.5;0.7
OR;Antelope city;91.3;0;2.2;2.2;0
WY;Antelope Hills CDP;91.8;0;6.2;0;3.1
WY;Antelope Valley-Crestview CDP;92.7;0.9;0.7;0.7;6.5
AZ;Anthem CDP;89.7;1.9;0.6;2.6;9.2
IA;Anthon city;97.2;0;0.2;0;2.5
NM;Anthony CDP;61.5;0.8;0.5;0.1;97.4
KS;Anthony city;94;0.5;1.3;0.2;4
TX;Anthony town;72;9.2;2.3;0.9;69.4
AR;Anthonyville town;8.7;89.4;0;0;0
MD;Antietam CDP;100;0;0;0;0
WI;Antigo city;95.1;0.5;1.4;0.4;2.7
UT;Antimony town;91.8;0;2.5;1.6;4.1
CA;Antioch city;48.9;17.3;0.9;10.5;31.7
IL;Antioch village;88.8;3.1;0.2;3.7;8.5
OH;Antioch village;97.7;1.2;0;0;0
ND;Antler city;96.3;0;3.7;0;3.7
OK;Antlers city;74.8;0.9;17.9;0.2;3.9
AR;Antoine town;90.6;6.8;0;0.9;1.7
NM;Anton Chico CDP;61.2;0;3.7;2.7;88.8
TX;Anton city;77.3;3.2;0.6;0.1;47.7
CO;Antonito town;67.9;0.8;4.4;0.1;85.1
SC;Antreville CDP;87.1;12.1;0;0;0
NH;Antrim CDP;97.1;0.3;0.4;0.6;1.4
NY;Antwerp village;94.6;1.7;0.3;0;3.1
OH;Antwerp village;96.6;0.7;0.1;0.1;4.8
AK;Anvik city;3.5;0;92.9;0;0
CA;Anza CDP;80;1.1;1.9;1.2;26.2
NM;Anzac Village CDP;1.9;0;96.3;0;3.7
NM;Apache Creek CDP;95.5;0;0;0;13.4
AZ;Apache Junction city;89.5;1.2;1.1;0.8;14.4
OK;Apache town;65.6;0.3;27.6;0.2;4.6
FL;Apalachicola city;66.9;26.4;0.6;0.3;6.6
NY;Apalachin CDP;97.2;0.3;0.1;0.6;1.1
NC;Apex town;79.5;7.6;0.3;7.1;7.1
TN;Apison CDP;95.8;1;0.6;0.7;3.4
IA;Aplington city;99.2;0.1;0;0.2;0.3
FL;Apollo Beach CDP;86.4;5.9;0.4;2.5;12.7
PA;Apollo borough;94.4;2.3;0.2;0.5;0.9
FL;Apopka city;64.3;20.7;0.3;3.2;25.4
VA;Appalachia town;95.5;3;0.2;0.1;0.6
IL;Apple Canyon Lake CDP;99.1;0.4;0;0.4;1.1
OH;Apple Creek village;97.7;0.3;0.3;0.7;3.7
WV;Apple Grove CDP;97.5;0;0;0.5;0
VA;Apple Mountain Lake CDP;90.6;1.4;1.5;1.7;7.6
IL;Apple River village;98.1;0.3;0.5;0;0
OH;Apple Valley CDP;96.9;1.1;0.3;0.6;1.4
MN;Apple Valley city;83.8;5.5;0.4;5.3;4.9
CA;Apple Valley town;69.1;9.1;1.1;2.9;29.2
UT;Apple Valley town;94.3;0;3;0.1;3.3
TX;Appleby city;92.6;2.7;1.3;1.3;5.9
MI;Applegate village;93.1;3.2;0;2.4;3.2
MN;Appleton city;92.8;1.3;1.1;0.5;4.2
WI;Appleton city;87.5;1.7;0.7;5.9;5
MO;Appleton City city;96.8;0.6;0.5;0;0.7
PA;Applewold borough;98.1;0.3;0;0;1
CO;Applewood CDP;93.5;0.6;0.8;1.6;5.6
VA;Appomattox town;65.8;31.2;0.5;0.2;1.4
CA;Aptos CDP;87.1;0.9;0.7;4;9.8
CA;Aptos Hills-Larkin Valley CDP;81.3;0.5;0.2;2.3;22.7
NC;Aquadale CDP;100;0;0;0;2
MD;Aquasco CDP;54.5;43;0.6;0.2;1.5
NY;Aquebogue CDP;90.7;4.2;0;0.2;11.9
VA;Aquia Harbour CDP;84.8;7.7;0.6;2.2;7.3
TX;Aquilla city;92.7;0.9;5.5;0;2.8
OH;Aquilla village;97.9;0;0;0.3;0
AL;Arab city;96.6;0.1;0.6;0.7;1.7
LA;Arabi CDP;81.4;10;1;1.3;10.1
GA;Arabi town;76.5;22.9;0;0;0.2
NM;Aragon CDP;80.9;0;0;0;60.6
GA;Aragon city;88.5;5.5;0.5;0.6;5
TX;Aransas Pass city;84.6;3.1;0.8;1;40
OK;Arapaho town;81.7;2.3;9;0.4;9.8
WY;Arapahoe CDP;16.8;0.2;80.3;0.1;4.3
NE;Arapahoe city;95.2;0.1;0.6;0.3;4.4
NC;Arapahoe town;88.3;5.4;0.2;0;8.8
MO;Arbela town;97.6;0;0;0;2.4
CO;Arboles CDP;81.4;0.7;3.2;0.4;22.1
ID;Arbon Valley CDP;85.8;0.5;3.3;1;11.2
CA;Arbuckle CDP;57.7;0.6;0.8;0.6;69.9
MD;Arbutus CDP;78;9.6;0.2;8.6;2.9
MO;Arbyrd city;94.3;0;0.2;0;8.3
GA;Arcade city;88.9;7.3;0.3;1.1;2.4
NY;Arcade village;97.4;0.3;0.3;0.3;1.2
MI;Arcadia CDP;99.3;0;0;0.3;1.7
SC;Arcadia CDP;56.8;16.1;1;3.3;34.5
CA;Arcadia city;32.3;1.2;0.3;59.2;12.1
FL;Arcadia city;52.9;25.2;0.5;0.7;33.2
IA;Arcadia city;97.7;0;0.4;0.2;0.8
KS;Arcadia city;91.9;1.3;1;0;3.2
MO;Arcadia city;99;0.7;0.2;0;1.3
WI;Arcadia city;73.4;0.8;0.3;0.6;31.2
SC;Arcadia Lakes town;90.5;4.9;0;3.5;1.9
IN;Arcadia town;97.7;0.4;0.2;0.2;0.8
LA;Arcadia town;31.9;64.9;0.2;0.6;2.2
OK;Arcadia town;23.9;57.9;7.3;0;2.4
PA;Arcadia University CDP;83.9;8.2;0.2;3.7;7.2
NE;Arcadia village;98.7;0;0.3;0.3;2.9
OH;Arcadia village;96.1;1.4;0.2;0.2;3.1
OH;Arcanum village;98.8;0.1;0;0.2;0.3
CA;Arcata city;81.8;2;2.3;2.6;11.6
PA;Archbald borough;96.9;1.1;0.2;0.7;1.1
OH;Archbold village;90.5;0.5;0.5;0.9;16.8
NC;Archdale city;87.8;4;0.6;4.8;4
NE;Archer CDP;100;0;0;0;0
FL;Archer city;65.3;30.9;0.7;1.3;4.3
IA;Archer city;89.3;0;0;3.1;7.6
TX;Archer City city;95.2;0.3;1.1;0.1;5.5
NC;Archer Lodge town;81;8.8;0.6;0.3;12.2
MO;Archie city;96.9;0.5;0.3;0.2;2
ID;Arco city;95.1;0;0.3;0.3;3
MN;Arco city;92;0;0;0;0
VA;Arcola CDP;46.4;5.6;0;30.9;17.2
IL;Arcola city;85.6;0.3;0.2;0.9;29.8
TX;Arcola city;36;28.5;0.2;1;62.4
MS;Arcola town;6.9;92.2;0;0;0.8
MO;Arcola village;100;0;0;0;1.8
AK;Arctic Village CDP;4.6;0;88.8;0;0
MN;Arden Hills city;90.3;1.7;0.2;4.9;2.8
MD;Arden on the Severn CDP;95.5;1.2;0.2;0.7;2.3
DE;Arden village;96.8;1.1;0.5;0.2;0.9
CA;Arden-Arcade CDP;70.2;8.7;1;5.6;18.6
DE;Ardencroft village;85.7;9.1;0;4.8;1.7
DE;Ardentown village;93.9;0.8;0;2.3;1.5
PA;Ardmore CDP;79.3;12.9;0.1;4.1;4
OK;Ardmore city;68;10.2;9.1;1.8;7.4
TN;Ardmore city;91.9;3.5;0.8;0.5;3
AL;Ardmore town;94.3;1.9;0.8;0.9;1.3
ND;Ardoch city;91;0;0;0;44.8
NY;Ardsley village;77.9;2.4;0;16.8;6.5
IA;Aredale city;100;0;0;0;1.4
WI;Arena village;97.8;0.2;0.1;0.5;1.8
NM;Arenas Valley CDP;86.5;0.5;1.1;0.2;51.4
PA;Arendtsville borough;83;2.8;0.5;0.5;16.4
IL;Arenzville village;96.8;0;0.2;0;2.7
IL;Argenta village;97.4;0.7;0.2;0.1;0.4
MI;Argentine CDP;97.1;0.4;0.4;0.1;2.1
AL;Argo town;94.1;3.6;0.4;0.3;0.5
KS;Argonia city;96.6;0.8;0.6;0;1.6
WI;Argonne CDP;94.4;0;1.9;0;0
IN;Argos town;94.9;0.3;0.5;0.2;4.6
ND;Argusville city;97.9;0.2;1.5;0;0
MN;Argyle city;96.7;0;0.3;0;2.7
TX;Argyle city;95.9;0.3;0.5;0.6;5.6
GA;Argyle town;51.9;44.3;0;0;3.8
MO;Argyle town;100;0;0;0;0.6
NY;Argyle village;98.4;0;0.7;0;0.3
WI;Argyle village;99.1;0.1;0.4;0;2
SC;Arial CDP;92.6;3.5;0.4;0.2;5.1
ID;Arimo city;91.3;0;0;0.3;3.1
IA;Arion city;90.7;0;0;0;8.3
FL;Aripeka CDP;90.6;0.3;0.3;1;5.2
IA;Arispe city;100;0;0;0;0
PA;Aristes CDP;100;0;0;0;0
CO;Aristocrat Ranchettes CDP;79.4;0.6;0.4;0.1;46.2
AL;Ariton town;78.3;19.2;0;0.1;6
AZ;Arivaca CDP;91.5;0.6;1.3;0.6;17.6
AZ;Arivaca Junction CDP;72;0.1;2.2;0;67.6
AZ;Arizona City CDP;73.7;4.2;3.5;0.5;34.2
AZ;Arizona Village CDP;45.3;0.5;37;0.2;25.3
AR;Arkadelphia city;65.5;30.3;0.5;0.8;3.2
AR;Arkansas City city;51.4;47;0.5;0;1.1
KS;Arkansas City city;79.4;3.9;2.7;0.6;17.3
WI;Arkansaw CDP;100;0;0;0;0
WI;Arkdale CDP;98.7;0;0;0;4.4
MO;Arkoe town;100;0;0;0;0
OK;Arkoma town;84.1;0.4;7.3;0.3;3.3
NY;Arkport village;98.6;0.1;0.1;0.5;0.4
MT;Arlee CDP;44.7;0;47.8;1.3;6.1
AL;Arley town;94.4;0;0.6;0.3;1.4
AZ;Arlington CDP;69.1;0.5;1.5;0;29.9
IN;Arlington CDP;97.7;0.5;0.2;0.7;0.5
MA;Arlington CDP;85.7;2.4;0.1;8.3;3.3
NY;Arlington CDP;63.4;16.4;0.9;8.1;14.1
VT;Arlington CDP;96.5;0.7;0.2;1;1.6
VA;Arlington CDP;71.7;8.5;0.5;9.6;15.1
WY;Arlington CDP;100;0;0;0;0
GA;Arlington city;21.7;76.1;0.2;0;1.6
IA;Arlington city;98.8;0;0.7;0.2;0
KS;Arlington city;98.3;0.6;0.2;0;1.3
KY;Arlington city;92;4.9;0.3;0;3.4
MN;Arlington city;94.1;0.1;0.1;0.7;9.4
OR;Arlington city;93.2;0.2;1;0.2;6.7
SD;Arlington city;97.4;0.7;1.1;0.1;2.5
TX;Arlington city;59;18.8;0.7;6.8;27.4
WA;Arlington city;85.6;1.2;1.4;3.3;9.5
PA;Arlington Heights CDP;77.9;9.6;0.2;4.4;12.7
WA;Arlington Heights CDP;93.8;0.3;0.8;1;2.8
IL;Arlington Heights village;88.2;1.3;0.1;7.1;5.7
OH;Arlington Heights village;80.7;14.8;0;0.4;0.9
TN;Arlington town;81.2;13.8;0.2;1.8;3
IL;Arlington village;94.3;0;0;0;3.1
NE;Arlington village;97.9;0.1;0.3;0.5;2.7
OH;Arlington village;98.9;0.3;0.1;0.1;0.8
WI;Arlington village;97.3;1.2;0;0;1.3
KS;Arma city;97;0.1;1.4;0.1;2.7
MI;Armada village;98;0.3;0.1;0.1;2.6
PA;Armagh borough;97.5;0.8;0.8;0;0.8
IL;Armington village;99.7;0;0;0;2.6
CA;Armona CDP;49.5;2.4;1.5;2;67
NY;Armonk CDP;92.7;0.7;0;4.7;5.1
SD;Armour city;95.7;0;2.7;0.3;0.6
IA;Armstrong city;97.8;0;0.4;0.4;0.6
MO;Armstrong city;95.1;1.8;2.1;0;0
OK;Armstrong town;61;1.9;18.1;1;0
LA;Arnaudville town;90.8;7.9;0.2;0;0.9
ND;Arnegard city;97.4;0;0.9;0;1.7
OK;Arnett town;97.1;0.2;0.2;0;5.3
CA;Arnold CDP;93.4;0.5;0.7;1.2;6.7
MD;Arnold CDP;88.7;5.2;0.2;2.4;4
MN;Arnold CDP;96.4;0.6;1;0.4;0.7
MO;Arnold city;96.3;0.6;0.2;0.9;2.2
PA;Arnold city;74;20;0.2;0.2;2.3
PA;Arnold City CDP;82.3;9.2;0;0.2;1.6
MS;Arnold Line CDP;57.4;39.1;0.1;1.9;2
NE;Arnold village;98.5;0.2;0;0;1.8
IA;Arnolds Park city;99.1;0.2;0.1;0;0.3
GA;Arnoldsville city;86.3;7.3;0.6;2.8;3.1
PA;Arnot CDP;100;0;0;0;0
IL;Aroma Park village;89.5;4.2;0.3;0.1;8.3
CA;Aromas CDP;75;0.6;1.4;1.8;34.9
PA;Arona borough;100;0;0;0;0
TX;Arp city;91.4;4.3;0.8;0.3;6.2
OK;Arpelar CDP;79.4;0.4;8.1;0.4;0
WI;Arpin village;96.7;0;0.3;0.3;0.6
NM;Arrey CDP;66.4;0.4;0.4;0;83.2
CO;Arriba town;93.8;0.5;0;1.6;6.2
VA;Arrington CDP;64.8;32.1;0.1;0.1;3.4
MO;Arrow Point village;98.8;0;0;0;0
MO;Arrow Rock town;98.2;0;0;0;0
WY;Arrowhead Springs CDP;100;0;0;0;0
IL;Arrowsmith village;95.6;0.3;0.3;1.7;1.4
TX;Arroyo Colorado Estates CDP;81.2;0.5;1.5;0;96.7
TX;Arroyo Gardens CDP;87.5;0.2;0;0;94.1
CA;Arroyo Grande city;85.3;0.9;0.7;3.4;15.7
NM;Arroyo Hondo CDP;70;0.4;1.9;0.2;66
NM;Arroyo Seco CDP;78.9;0.3;1;0.3;45.5
SD;Artas town;100;0;0;0;0
KY;Artemus CDP;96.9;0.8;0.2;0.2;1.5
CA;Artesia city;39;3.6;0.6;37.1;35.8
NM;Artesia city;74.5;1.2;1.6;0.4;51.8
MS;Artesia town;13;84.5;0;1.1;0.5
SD;Artesian town;89.9;0;0;0.7;5.8
IA;Arthur city;98.1;0.5;0;0;1.5
ND;Arthur city;98.5;0;0;0;0.6
IL;Arthur village;98.9;0.1;0.1;0.2;1.5
NE;Arthur village;99.1;0;0;0.9;0
CA;Artois CDP;83.1;0;2.7;1;18.3
WA;Artondale CDP;91.4;0.6;0.7;2.2;4.6
WY;Arvada CDP;97.7;2.3;0;0;2.3
CO;Arvada city;89.8;0.9;0.8;2.2;13.7
CA;Arvin city;53.1;1;1.2;0.8;92.7
NJ;Asbury CDP;99.3;0;0;0.4;0.7
IA;Asbury city;96.8;1;0;1.1;1.4
MO;Asbury city;96.1;0;1.4;0;1.4
FL;Asbury Lake CDP;88.8;5.7;0.5;1.3;6.7
NJ;Asbury Park city;36.5;51.3;0.5;0.5;25.5
VT;Ascutney CDP;96.1;0;0.4;1.3;1.5
AR;Ash Flat city;97.6;0.5;0.5;0;0.8
AZ;Ash Fork CDP;80.6;0.8;1.5;0;42.2
MO;Ash Grove city;97.4;0.1;0.6;0.1;1.8
NY;Asharoken village;95.9;0.2;0.2;2;3.1
RI;Ashaway CDP;94.1;0.9;1.5;0.9;2.8
VA;Ashburn CDP;70;7.9;0.3;15;9.8
GA;Ashburn city;30.5;65.4;0.2;0.6;3.2
MO;Ashburn town;100;0;0;0;0
MN;Ashby city;95.3;1.8;0;0.4;1.1
AR;Ashdown city;63.1;31.4;0.9;0.4;2.9
NC;Asheboro city;67.8;12;0.9;1.4;26.9
OK;Asher town;75.8;0;13;0.5;2.5
TX;Asherton city;90.2;0.8;0.3;0;92.9
KS;Asherville CDP;96.4;0;0;0;14.3
NC;Asheville city;79.3;13.4;0.3;1.4;6.5
WA;Ashford CDP;90.3;0;0.9;6;0.9
AL;Ashford town;79;19.5;0.2;0.2;0.8
WI;Ashippun CDP;99.7;0;0;0;1.5
IL;Ashkum village;98.8;0.3;0;0.1;1.4
PA;Ashland borough;98.2;0.2;0.1;0.3;1
CA;Ashland CDP;30.6;19.5;1.1;18.4;42.8
ME;Ashland CDP;98;1.1;0.3;0.3;1.1
MT;Ashland CDP;29.4;0.5;65.4;0.8;5.9
NH;Ashland CDP;96.9;0.2;0.3;0.9;1.3
NJ;Ashland CDP;80.3;7;0.1;9.1;5.8
KS;Ashland city;92.7;0;0.9;0.5;8.8
KY;Ashland city;93.9;2.8;0.3;0.6;1.5
MO;Ashland city;96.7;0.8;0.3;0.5;1.5
NE;Ashland city;97.6;0.2;0.2;0.2;2.6
OH;Ashland city;95.8;1.4;0.1;1;1.2
OR;Ashland city;90.3;1.1;0.9;2.1;5.1
WI;Ashland city;87;0.5;7.5;0.5;2.1
TN;Ashland City town;90.3;3.5;0.4;0.7;5.2
SD;Ashland Heights CDP;86.2;1.6;6.1;0.3;2.9
AL;Ashland town;71.5;24.1;0.3;0.7;5.7
MS;Ashland town;92.6;5.8;0;0.4;1.4
OK;Ashland town;63.6;0;34.8;0;4.5
VA;Ashland town;71.1;22.2;0.4;1.2;4.7
IL;Ashland village;98.4;0.4;0.4;0.1;0.5
LA;Ashland village;82.9;16.7;0;0;0.4
PA;Ashley borough;95.2;2.1;0;0.3;2.4
MO;Ashley CDP;100;0;0;0;0
IL;Ashley city;97.4;0.7;0;0;2.2
ND;Ashley city;97.3;0.1;0.1;0.7;0.4
NC;Ashley Heights CDP;56.8;21.8;12.6;0;9.5
IN;Ashley town;95.6;0.2;0.5;0.3;3.4
MI;Ashley village;97.9;1.1;0;0.2;3.2
OH;Ashley village;97.2;0.5;0.1;0.2;1.5
IL;Ashmore village;97.3;0.9;0.3;0.4;0.3
OH;Ashtabula city;82;8.9;0.4;0.3;9.3
ID;Ashton city;85;0.1;0.4;0;17.6
IA;Ashton city;95;1.3;0.4;0.2;3.1
